ID , Source_Name , RA , Dec , z , Rmag , Class , Flux_1GHz , Flux_143GHz , Flux_keV , Flux_Fermi
#id , Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2668 , 5BZQJ1441-1523 , 14 41 45.41 , -15 23 36.31 , 2.638  , 20 , QSO RLoud flat radio sp. , 146 , 0 , 0 , 5e-10
2669 , 5BZQJ1441-3303 , 14 41 19.88 , -33 03 24.4 , 1.479  , 19 , QSO RLoud flat radio sp. , 243 , 0 , 0 , 4e-10
2670 , 5BZQJ1441-3456 , 14 41 23.96 , -34 56 45.99 , 1.159  , 16.9 , QSO RLoud flat radio sp. , 395 , 0 , 0 , 0
2671 , 5BZQJ1442+3234 , 14 42 00.13 , +32 34 20.31 , 2.12  , 19.5 , QSO RLoud flat radio sp. , 412 , 0 , 0 , 0
2672 , 5BZQJ1443+2501 , 14 43 56.88 , +25 01 44.5 , 0.939  , 19.4 , QSO RLoud flat radio sp. , 362 , 0 , 1.01 , 9e-10
2673 , 5BZQJ1443+6332 , 14 43 58.6 , +63 32 26.41 , 1.4  , 17.1 , QSO RLoud flat radio sp. , 690 , 0 , 0.18 , 0
2674 , 5BZQJ1445+0958 , 14 45 16.46 , +09 58 36.08 , 3.52  , 17.9 , QSO RLoud flat radio sp. , 2418 , 0 , 0.42 , 0
2675 , 5BZQJ1446+1721 , 14 46 35.34 , +17 21 07.59 , 1.024  , 18.6 , QSO RLoud flat radio sp. , 755 , 306 , 0.3 , 0
2676 , 5BZQJ1448+7601 , 14 48 28.78 , +76 01 11.6 , 0.899  , 22.3 , QSO RLoud flat radio sp. , 179 , 0 , 0.23 , 0
2677 , 5BZQJ1448-1122 , 14 48 51.16 , -11 22 15.7 , 2.633  , 18.2 , QSO RLoud flat radio sp. , 456 , 0 , 0 , 0
2678 , 5BZQJ1448-1620 , 14 48 15.05 , -16 20 24.5 , 2.417  , 19.4 , QSO RLoud flat radio sp. , 1376 , 0 , 0.43 , 0
2679 , 5BZQJ1449-2139 , 14 49 39.96 , -21 39 24.69 , 0.938  , 19.6 , QSO RLoud flat radio sp. , 166 , 0 , 0 , 0
2680 , 5BZQJ1450+0016 , 14 50 02.46 , +00 16 29.49 , 0.952  , 18.9 , QSO RLoud flat radio sp. , 11 , 0 , 0.34 , 0
2681 , 5BZQJ1450+0910 , 14 50 31.17 , +09 10 27.98 , 2.611  , 19.7 , QSO RLoud flat radio sp. , 331 , 0 , 0 , 0
2682 , 5BZQJ1450-3619 , 14 50 15.65 , -36 19 38.2 , 0.901  , 19.7 , QSO RLoud flat radio sp. , 213 , 0 , 0 , 0
2683 , 5BZQJ1451-0127 , 14 51 47.4 , -01 27 35.31 , 1.326  , 16.7 , QSO RLoud flat radio sp. , 501 , 0 , 0.46 , 0
2684 , 5BZQJ1451-2329 , 14 51 02.51 , -23 29 31.09 , 2.215  , 16.6 , QSO RLoud flat radio sp. , 439 , 0 , 0 , 0
2685 , 5BZQJ1453+1036 , 14 53 01.49 , +10 36 17.2 , 2.274  , 19.3 , QSO RLoud flat radio sp. , 183 , 0 , 0 , 0
2686 , 5BZQJ1453+3505 , 14 53 18.53 , +35 05 39.4 , 0.721  , 19.7 , QSO RLoud flat radio sp. , 217 , 0 , 0 , 0
2687 , 5BZQJ1453-2522 , 14 53 44.21 , -25 22 47.49 , 1.202  , 18 , QSO RLoud flat radio sp. , 90 , 0 , 0 , 0
2688 , 5BZQJ1454+2955 , 14 54 32.29 , +29 55 58.0 , 0.578  , 20.4 , QSO RLoud flat radio sp. , 731 , 0 , 0.46 , 0
2689 , 5BZQJ1454-2505 , 14 54 46.69 , -25 05 12.51 , 1.216  , 19.4 , QSO RLoud flat radio sp. , 465 , 0 , 0 , 0
2690 , 5BZQJ1454-3747 , 14 54 27.41 , -37 47 33.1 , 0.314  , 16.1 , QSO RLoud flat radio sp. , 943 , 574 , 3.53 , 0
2691 , 5BZQJ1457-2819 , 14 57 44.59 , -28 19 21.0 , 1.999  , 18.7 , QSO RLoud flat radio sp. , 226 , 0 , 0.1 , 0
2692 , 5BZQJ1457-3539 , 14 57 26.7 , -35 39 10.0 , 1.424  , 19 , QSO RLoud flat radio sp. , 675 , 512 , 0.51 , 1.18e-8
2693 , 5BZQJ1459+3337 , 14 59 58.44 , +33 37 01.59 , 0.645  , 16.7 , QSO RLoud flat radio sp. , 16 , 0 , 0.94 , 0
2694 , 5BZQJ1459+4442 , 14 59 35.49 , +44 42 07.88 , 3.401  , 20.3 , QSO RLoud flat radio sp. , 93 , 0 , 0 , 0
2695 , 5BZQJ1500+4751 , 15 00 48.65 , +47 51 15.51 , 1.059  , 20 , QSO RLoud flat radio sp. , 432 , 198 , 0 , 0
2696 , 5BZQJ1501-3828 , 15 01 40.49 , -38 28 18.08 , 1.152  , 18.9 , QSO RLoud flat radio sp. , 145 , 0 , 0 , 0
2697 , 5BZQJ1504+0813 , 15 04 24.12 , +08 13 39.61 , 2.832  , 20.5 , QSO RLoud flat radio sp. , 30 , 0 , 0 , 0
2698 , 5BZQJ1504+1029 , 15 04 24.97 , +10 29 39.19 , 1.839  , 18.2 , QSO RLoud flat radio sp. , 1774 , 630 , 0.16 , 4.01e-8
2699 , 5BZQJ1505+0326 , 15 05 06.47 , +03 26 30.8 , 0.409  , 18.2 , QSO RLoud flat radio sp. , 395 , 0 , 0.1 , 1.4e-9
2700 , 5BZQJ1506+3730 , 15 06 09.53 , +37 30 51.08 , 0.672  , 21.2 , QSO RLoud flat radio sp. , 938 , 566 , 0.37 , 7e-10
2701 , 5BZQJ1506+4239 , 15 06 53.04 , +42 39 23.0 , 0.587  , 20 , QSO RLoud flat radio sp. , 379 , 414 , 0 , 0
2702 , 5BZQJ1506+4933 , 15 06 44.1 , +49 33 55.8 , 1.397  , 22.4 , QSO RLoud flat radio sp. , 98 , 0 , 0 , 0
2703 , 5BZQJ1506+8319 , 15 06 24.72 , +83 19 27.98 , 2.577  , 18.8 , QSO RLoud flat radio sp. , 202 , 0 , 0 , 0
2704 , 5BZQJ1506-4008 , 15 06 37.19 , -40 07 59.98 , 1.031  , 17.7 , QSO RLoud flat radio sp. , 89 , 0 , 0.23 , 0
2705 , 5BZQJ1507+0415 , 15 07 59.72 , +04 15 11.98 , 1.703  , 18.2 , QSO RLoud flat radio sp. , 167 , 0 , 6.11 , 0
2706 , 5BZQJ1507-1652 , 15 07 04.79 , -16 52 30.28 , 0.876  , 18.8 , QSO RLoud flat radio sp. , 2711 , 0 , 0.56 , 0
2707 , 5BZQJ1508+3347 , 15 08 23.71 , +33 47 00.59 , 2.209  , 18.4 , QSO RLoud flat radio sp. , 132 , 0 , 0.06 , 0
2708 , 5BZQJ1508+5604 , 15 08 24.72 , +56 04 23.3 , 0.978  , 19 , QSO RLoud flat radio sp. , 23 , 0 , 0.24 , 0
2709 , 5BZQJ1508-1548 , 15 08 35.68 , -15 48 31.39 , 2.499  , 19.7 , QSO RLoud flat radio sp. , 292 , 0 , 0.06 , 0
2710 , 5BZQJ1509-4340 , 15 09 35.69 , -43 40 32.08 , 0.776  , 18.9 , QSO RLoud flat radio sp. , 271 , 0 , 0.22 , 5e-10
2711 , 5BZQJ1510+5702 , 15 10 02.92 , +57 02 43.4 , 4.313  , 20.3 , QSO RLoud flat radio sp. , 203 , 0 , 0 , 0
2712 , 5BZQJ1510-0543 , 15 10 53.58 , -05 43 07.39 , 1.191  , 16.9 , QSO RLoud flat radio sp. , 3570 , 418 , 0.42 , 2.2e-9
2713 , 5BZQJ1511-3242 , 15 11 50.41 , -32 42 55.18 , 1.105  , 17.1 , QSO RLoud flat radio sp. , 501 , 0 , 0 , 1.6e-9
2714 , 5BZQJ1512-0905 , 15 12 50.52 , -09 05 59.78 , 0.36  , 15.7 , QSO RLoud flat radio sp. , 2701 , 1625 , 1.15 , 4.06e-8
2715 , 5BZQJ1513-1012 , 15 13 44.88 , -10 12 00.28 , 1.52  , 18 , QSO RLoud flat radio sp. , 875 , 540 , 0 , 0
2716 , 5BZQJ1513-2114 , 15 13 56.97 , -21 14 57.51 , 1.179  , 19.8 , QSO RLoud flat radio sp. , 261 , 0 , 0 , 0
2717 , 5BZQJ1513-3209 , 15 13 21.77 , -32 09 32.61 , 1.71  , 18.1 , QSO RLoud flat radio sp. , 198 , 0 , 0.32 , 0
2718 , 5BZQJ1514+4450 , 15 14 36.64 , +44 50 04.09 , 0.57  , 18.6 , QSO RLoud flat radio sp. , 40 , 0 , 0.16 , 8e-10
2719 , 5BZQJ1514-4748 , 15 14 40.02 , -47 48 29.91 , 1.551  , 18.4 , QSO RLoud flat radio sp. , 0 , 748 , 0 , 2.1e-9
2720 , 5BZQJ1515+5934 , 15 15 26.68 , +59 34 53.0 , 0.622  , 20.4 , QSO RLoud flat radio sp. , 123 , 0 , 0.16 , 0
2721 , 5BZQJ1517+1332 , 15 17 17.15 , +13 32 24.39 , 1.499  , 21.8 , QSO RLoud flat radio sp. , 113 , 0 , 0 , 0
2722 , 5BZQJ1520+0732 , 15 20 45.53 , +07 32 30.19 , 1.076  , 17.3 , QSO RLoud flat radio sp. , 145 , 0 , 0.18 , 0
2723 , 5BZQJ1520+4211 , 15 20 39.71 , +42 11 11.29 , 0.484  , 18.9 , QSO RLoud flat radio sp. , 139 , 0 , 0 , 3e-10
2724 , 5BZQJ1521+4336 , 15 21 49.61 , +43 36 39.31 , 2.168  , 18.9 , QSO RLoud flat radio sp. , 226 , 345 , 0.19 , 2e-10
2725 , 5BZQJ1522+3144 , 15 22 09.98 , +31 44 14.38 , 1.489  , 19.8 , QSO RLoud flat radio sp. , 348 , 0 , 0.23 , 1.76e-8
2726 , 5BZQJ1522-2936 , 15 22 25.49 , -29 36 25.3 , 2.126  , 24.4 , QSO RLoud flat radio sp. , 471 , 0 , 0 , 0
2727 , 5BZQJ1524+1521 , 15 24 41.61 , +15 21 21.09 , 0.63  , 18.2 , QSO RLoud flat radio sp. , 446 , 509 , 0.7 , 0
2728 , 5BZQJ1525+1107 , 15 25 02.93 , +11 07 44.11 , 0.333  , 18.5 , QSO RLoud flat radio sp. , 408 , 0 , 1.65 , 0
2729 , 5BZQJ1525+3544 , 15 25 44.71 , +35 44 46.89 , 1.104  , 18.9 , QSO RLoud flat radio sp. , 17 , 0 , 0.2 , 0
2730 , 5BZQJ1525+4201 , 15 25 23.54 , +42 01 17.0 , 1.195  , 18.1 , QSO RLoud flat radio sp. , 130 , 0 , 0.11 , 0
2731 , 5BZQJ1526+0959 , 15 26 46.34 , +09 59 10.5 , 1.359  , 18.4 , QSO RLoud flat radio sp. , 476 , 0 , 0.27 , 0
2732 , 5BZQJ1526+6650 , 15 26 42.86 , +66 50 54.6 , 3.02  , 17.9 , QSO RLoud flat radio sp. , 88 , 0 , 0.1 , 0
2733 , 5BZQJ1526-0425 , 15 26 15.01 , -04 25 09.98 , 1.492  , 17.4 , QSO RLoud flat radio sp. , 238 , 0 , 0.33 , 0
2734 , 5BZQJ1527+3115 , 15 27 18.73 , +31 15 24.4 , 1.392  , 18.8 , QSO RLoud flat radio sp. , 847 , 0 , 0 , 0
2735 , 5BZQJ1531+4356 , 15 31 02.47 , +43 56 37.6 , 0.452  , 17.1 , QSO RLoud flat radio sp. , 46 , 0 , 0.47 , 0
2736 , 5BZQJ1532+5130 , 15 32 32.29 , +51 30 02.19 , 1.878  , 18.3 , QSO RLoud flat radio sp. , 62 , 0 , 0.07 , 0
2737 , 5BZQJ1532-2310 , 15 32 31.35 , -23 10 32.91 , 2.289  , 19.7 , QSO RLoud flat radio sp. , 139 , 0 , 0 , 0
2738 , 5BZQJ1532-2716 , 15 32 02.57 , -27 16 37.88 , 0.89  , 18.7 , QSO RLoud flat radio sp. , 142 , 0 , 0 , 0
2739 , 5BZQJ1533-0421 , 15 33 14.21 , -04 21 16.59 , 0.84  , 19.6 , QSO RLoud flat radio sp. , 213 , 0 , 0.21 , 0
2740 , 5BZQJ1534+0131 , 15 34 52.44 , +01 31 04.18 , 1.428  , 19.3 , QSO RLoud flat radio sp. , 1344 , 474 , 0.9 , 0
2741 , 5BZQJ1534+4823 , 15 34 04.86 , +48 23 40.88 , 0.543  , 18.5 , QSO RLoud flat radio sp. , 313 , 0 , 0.2 , 0
2742 , 5BZQJ1534+4920 , 15 34 32.56 , +49 20 49.2 , 1.294  , 18.5 , QSO RLoud flat radio sp. , 85 , 0 , 0.22 , 0
2743 , 5BZQJ1534+5839 , 15 34 57.24 , +58 39 23.5 , 1.904  , 18.2 , QSO RLoud flat radio sp. , 127 , 0 , 0.15 , 0
2744 , 5BZQJ1534-3526 , 15 34 54.68 , -35 26 23.49 , 1.515  , 18.7 , QSO RLoud flat radio sp. , 272 , 0 , 0 , 0
2745 , 5BZQJ1535+1954 , 15 35 16.55 , +19 54 51.29 , 3.596  , 21.7 , QSO RLoud flat radio sp. , 91 , 0 , 0 , 0
2746 , 5BZQJ1535+4957 , 15 35 52.03 , +49 57 39.09 , 1.121  , 18.5 , QSO RLoud flat radio sp. , 213 , 0 , 0 , 0
2747 , 5BZQJ1537-1527 , 15 37 41.57 , -15 27 12.49 , 1.766  , 18.3 , QSO RLoud flat radio sp. , 302 , 0 , 0 , 0
2748 , 5BZQJ1538+4105 , 15 38 18.58 , +41 05 48.3 , 0.481  , 18.7 , QSO RLoud flat radio sp. , 61 , 0 , 0.37 , 0
2749 , 5BZQJ1539+2744 , 15 39 39.13 , +27 44 38.18 , 2.196  , 18.3 , QSO RLoud flat radio sp. , 195 , 0 , 0 , 6e-10
2750 , 5BZQJ1539+3104 , 15 39 16.17 , +31 04 07.71 , 1.211  , 21.6 , QSO RLoud flat radio sp. , 86 , 0 , 0.09 , 0
2751 , 5BZQJ1542+4938 , 15 42 32.03 , +49 38 42.5 , 0.59  , 19.3 , QSO RLoud flat radio sp. , 55 , 0 , 0.2 , 0
2752 , 5BZQJ1543+1847 , 15 43 43.8 , +18 47 19.78 , 1.396  , 19.2 , QSO RLoud flat radio sp. , 356 , 0 , 0.12 , 0
2753 , 5BZQJ1544+3240 , 15 44 05.65 , +32 40 48.28 , 1.048  , 17.3 , QSO RLoud flat radio sp. , 182 , 0 , 0 , 0
2754 , 5BZQJ1545+3452 , 15 45 10.96 , +34 52 46.99 , 0.516  , 16.9 , QSO RLoud flat radio sp. , 20 , 0 , 0.73 , 0
2755 , 5BZQJ1545+4751 , 15 45 08.52 , +47 51 54.68 , 1.277  , 21.7 , QSO RLoud flat radio sp. , 686 , 0 , 0 , 0
2756 , 5BZQJ1545+5135 , 15 45 02.82 , +51 35 00.88 , 1.93  , 17.6 , QSO RLoud flat radio sp. , 605 , 0 , 0.27 , 0
2757 , 5BZQJ1548+1727 , 15 48 55.09 , +17 27 41.11 , 1.879  , 19.4 , QSO RLoud flat radio sp. , 114 , 0 , 0 , 0
2758 , 5BZQJ1548+3511 , 15 48 17.92 , +35 11 27.99 , 0.479  , 18 , QSO RLoud flat radio sp. , 142 , 0 , 0.49 , 0
2759 , 5BZQJ1549+0237 , 15 49 29.44 , +02 37 01.19 , 0.414  , 17.3 , QSO RLoud flat radio sp. , 836 , 1142 , 1.2 , 1.8e-9
2760 , 5BZQJ1549+5038 , 15 49 17.46 , +50 38 05.78 , 2.172  , 18.5 , QSO RLoud flat radio sp. , 630 , 262 , 0.42 , 0
2761 , 5BZQJ1550+0527 , 15 50 35.27 , +05 27 10.4 , 1.422  , 18.3 , QSO RLoud flat radio sp. , 2304 , 1233 , 0.94 , 1e-9
2762 , 5BZQJ1551+5806 , 15 51 58.2 , +58 06 44.38 , 1.324  , 17.1 , QSO RLoud flat radio sp. , 191 , 0 , 0.32 , 0
2763 , 5BZQJ1553+1256 , 15 53 32.69 , +12 56 51.68 , 1.309  , 17.3 , QSO RLoud flat radio sp. , 948 , 275 , 0.29 , 4.9e-9
2764 , 5BZQJ1554-2704 , 15 54 02.46 , -27 04 40.18 , 2.145  , 18.9 , QSO RLoud flat radio sp. , 1394 , 0 , 0 , 0
2765 , 5BZQJ1555-0326 , 15 55 30.75 , -03 26 49.48 , 2.3  , 19.9 , QSO RLoud flat radio sp. , 401 , 0 , 0 , 9e-10
2766 , 5BZQJ1556+3517 , 15 56 33.77 , +35 17 57.3 , 6.802  , 19.9 , QSO RLoud flat radio sp. , 28 , 0 , 0 , 0
2767 , 5BZQJ1556-7914 , 15 56 58.86 , -79 14 04.3 , 0.152  , 17.2 , QSO RLoud flat radio sp. , 6165 , 0 , 0.56 , 0
2768 , 5BZQJ1557-0001 , 15 57 51.42 , -00 01 50.41 , 1.77  , 20 , QSO RLoud flat radio sp. , 1107 , 0 , 0 , 0
2769 , 5BZQJ1558+3323 , 15 58 55.19 , +33 23 18.6 , 1.661  , 17.2 , QSO RLoud flat radio sp. , 143 , 0 , 0.26 , 0
2770 , 5BZQJ1559+0304 , 15 59 30.96 , +03 04 48.28 , 3.895  , 20 , QSO RLoud flat radio sp. , 413 , 0 , 0.1 , 0
2771 , 5BZQJ1559-2442 , 15 59 41.4 , -24 42 38.8 , 2.815  , 18.7 , QSO RLoud flat radio sp. , 707 , 0 , 0.13 , 0
2772 , 5BZQJ1603+5730 , 16 03 55.92 , +57 30 54.39 , 2.85  , 17.3 , QSO RLoud flat radio sp. , 331 , 0 , 0.27 , 0
2773 , 5BZQJ1604+5714 , 16 04 37.34 , +57 14 36.7 , 0.72  , 17.8 , QSO RLoud flat radio sp. , 496 , 346 , 0.35 , 1.6e-9
2774 , 5BZQJ1605+3001 , 16 05 33.05 , +30 01 29.71 , 2.404  , 20.4 , QSO RLoud flat radio sp. , 184 , 0 , 0 , 0
2775 , 5BZQJ1606+2032 , 16 06 05.82 , +20 32 08.7 , 0.383  , 19.4 , QSO RLoud flat radio sp. , 181 , 0 , 0.07 , 0
2776 , 5BZQJ1606+2717 , 16 06 58.3 , +27 17 05.6 , 0.934  , 18.8 , QSO RLoud flat radio sp. , 178 , 394 , 1.22 , 0
2777 , 5BZQJ1606+5405 , 16 06 23.57 , +54 05 55.78 , 0.876  , 17.6 , QSO RLoud flat radio sp. , 167 , 0 , 0.2 , 0
2778 , 5BZQJ1608+1029 , 16 08 46.19 , +10 29 07.8 , 1.226  , 18.1 , QSO RLoud flat radio sp. , 1392 , 499 , 0.53 , 1.6e-9
2779 , 5BZQJ1608+4012 , 16 08 22.15 , +40 12 17.78 , 0.628  , 20.3 , QSO RLoud flat radio sp. , 201 , 309 , 0.26 , 0
2780 , 5BZQJ1608+5613 , 16 08 20.75 , +56 13 56.38 , 3.084  , 18.2 , QSO RLoud flat radio sp. , 245 , 0 , 0.15 , 0
2781 , 5BZQJ1609+5354 , 16 09 13.19 , +53 54 29.7 , 0.992  , 18.1 , QSO RLoud flat radio sp. , 45 , 0 , 0.15 , 0
2782 , 5BZQJ1610+2414 , 16 10 42.02 , +24 14 48.98 , 1.449  , 20.4 , QSO RLoud flat radio sp. , 330 , 0 , 0 , 0
2783 , 5BZQJ1610-3958 , 16 10 21.88 , -39 58 58.29 , 0.518  , 18 , QSO RLoud flat radio sp. , 593 , 693 , 0.24 , 1.4e-9
2784 , 5BZQJ1612-2239 , 16 12 28.4 , -22 39 47.08 , 1.54  , 19.5 , QSO RLoud flat radio sp. , 96 , 0 , 0 , 0
2785 , 5BZQJ1613+3412 , 16 13 41.05 , +34 12 47.91 , 1.397  , 17.3 , QSO RLoud flat radio sp. , 4024 , 703 , 0.4 , 5e-10
2786 , 5BZQJ1614+3746 , 16 14 46.95 , +37 46 07.28 , 1.532  , 16.7 , QSO RLoud flat radio sp. , 49 , 0 , 0.2 , 0
2787 , 5BZQJ1616+0459 , 16 16 37.56 , +04 59 32.71 , 3.217  , 19.3 , QSO RLoud flat radio sp. , 329 , 0 , 0.1 , 0
2788 , 5BZQJ1616+3023 , 16 16 02.58 , +30 23 39.8 , 2.452  , 18.8 , QSO RLoud flat radio sp. , 250 , 0 , 0.16 , 0
2789 , 5BZQJ1616+3621 , 16 16 55.57 , +36 21 34.48 , 2.265  , 18.5 , QSO RLoud flat radio sp. , 330 , 0 , 0.13 , 0
2790 , 5BZQJ1616+3636 , 16 16 06.01 , +36 36 14.39 , 1.364  , 19.9 , QSO RLoud flat radio sp. , 20 , 0 , 0 , 0
2791 , 5BZQJ1616+4632 , 16 16 03.77 , +46 32 25.18 , 0.95  , 19.4 , QSO RLoud flat radio sp. , 79 , 0 , 0 , 6e-10
2792 , 5BZQJ1616-7108 , 16 16 30.64 , -71 08 31.41 , 2.271  , 19.8 , QSO RLoud flat radio sp. , 459 , 0 , 0 , 0
2793 , 5BZQJ1617+0246 , 16 17 49.91 , +02 46 43.1 , 1.339  , 17.4 , QSO RLoud flat radio sp. , 628 , 0 , 0 , 0
2794 , 5BZQJ1617+3801 , 16 17 48.41 , +38 01 41.8 , 1.607  , 19.2 , QSO RLoud flat radio sp. , 18 , 0 , 0 , 0
2795 , 5BZQJ1617-7717 , 16 17 49.27 , -77 17 18.49 , 1.71  , 16.7 , QSO RLoud flat radio sp. , 4044 , 768 , 0.55 , 2.1e-9
2796 , 5BZQJ1618+0819 , 16 18 26.93 , +08 19 50.7 , 0.446  , 17.3 , QSO RLoud flat radio sp. , 128 , 0 , 1.2 , 0
2797 , 5BZQJ1619+0613 , 16 19 03.69 , +06 13 02.2 , 2.096  , 19.1 , QSO RLoud flat radio sp. , 873 , 0 , 0 , 0
2798 , 5BZQJ1619+2247 , 16 19 14.82 , +22 47 47.9 , 1.987  , 19.9 , QSO RLoud flat radio sp. , 475 , 0 , 0 , 0
2799 , 5BZQJ1619+3030 , 16 19 02.5 , +30 30 51.58 , 1.288  , 16.7 , QSO RLoud flat radio sp. , 55 , 0 , 0.31 , 0
2800 , 5BZQJ1619+5256 , 16 19 42.38 , +52 56 13.41 , 2.347  , 16.7 , QSO RLoud flat radio sp. , 182 , 0 , 0.18 , 0
2801 , 5BZQJ1620+3515 , 16 20 04.73 , +35 15 54.5 , 2.96  , 18.6 , QSO RLoud flat radio sp. , 57 , 0 , 0 , 0
2802 , 5BZQJ1620+4901 , 16 20 31.22 , +49 01 53.29 , 1.513  , 18.5 , QSO RLoud flat radio sp. , 448 , 0 , 0 , 0
2803 , 5BZQJ1622+4006 , 16 22 29.33 , +40 06 43.7 , 0.688  , 18.6 , QSO RLoud flat radio sp. , 37 , 0 , 0.32 , 0
2804 , 5BZQJ1623+0741 , 16 23 58.25 , +07 41 30.51 , 1.297  , 17.9 , QSO RLoud flat radio sp. , 100 , 0 , 0.7 , 0
2805 , 5BZQJ1623+3559 , 16 23 30.53 , +35 59 33.21 , 0.866  , 18.1 , QSO RLoud flat radio sp. , 264 , 0 , 0.15 , 0
2806 , 5BZQJ1623+3909 , 16 23 07.61 , +39 09 32.39 , 1.975  , 16.9 , QSO RLoud flat radio sp. , 179 , 0 , 0.36 , 0
2807 , 5BZQJ1623+6624 , 16 23 04.51 , +66 24 01.11 , 0.201  , 16.4 , QSO RLoud flat radio sp. , 155 , 0 , 0.33 , 0
2808 , 5BZQJ1624+3538 , 16 24 19.96 , +35 38 45.31 , 1.773  , 18.2 , QSO RLoud flat radio sp. , 28 , 0 , 0 , 0
2809 , 5BZQJ1624+3924 , 16 24 22.0 , +39 24 40.89 , 1.116  , 17.9 , QSO RLoud flat radio sp. , 253 , 0 , 0.12 , 0
2810 , 5BZQJ1624+5741 , 16 24 24.8 , +57 41 16.29 , 0.789  , 19.7 , QSO RLoud flat radio sp. , 523 , 0 , 0.07 , 0
2811 , 5BZQJ1624-0649 , 16 24 32.93 , -06 49 49.58 , 3.307  , 19.5 , QSO RLoud flat radio sp. , 932 , 0 , 0 , 0
2812 , 5BZQJ1624-6809 , 16 24 18.43 , -68 09 12.49 , 1.354  , 16.1 , QSO RLoud flat radio sp. , 1062 , 219 , 0 , 0
2813 , 5BZQJ1625+4134 , 16 25 57.66 , +41 34 40.58 , 2.55  , 22.4 , QSO RLoud flat radio sp. , 1678 , 0 , 0.09 , 0
2814 , 5BZQJ1625+4347 , 16 25 53.31 , +43 47 13.81 , 1.048  , 18.4 , QSO RLoud flat radio sp. , 125 , 0 , 0.67 , 0
2815 , 5BZQJ1628-1415 , 16 28 46.62 , -14 15 41.9 , 1.025  , 20.4 , QSO RLoud flat radio sp. , 364 , 0 , 0.24 , 0
2816 , 5BZQJ1629+4007 , 16 29 01.31 , +40 07 59.91 , 0.272  , 17.6 , QSO RLoud flat radio sp. , 9 , 0 , 5.34 , 0
2817 , 5BZQJ1630+0701 , 16 30 41.81 , +07 01 09.08 , 0.736  , 19.3 , QSO RLoud flat radio sp. , 100 , 0 , 0 , 0
2818 , 5BZQJ1631+4927 , 16 31 16.54 , +49 27 39.49 , 0.52  , 18.8 , QSO RLoud flat radio sp. , 312 , 164 , 0.31 , 0
2819 , 5BZQJ1631+5028 , 16 31 31.78 , +50 28 22.51 , 2.348  , 20.6 , QSO RLoud flat radio sp. , 88 , 0 , 0 , 0
2820 , 5BZQJ1632-0033 , 16 32 57.67 , -00 33 21.09 , 3.424  , 21.4 , QSO RLoud flat radio sp. , 219 , 0 , 0 , 0
2821 , 5BZQJ1634-7310 , 16 34 58.56 , -73 10 34.39 , 1.944  , 19.4 , QSO RLoud flat radio sp. , 312 , 0 , 0 , 0
2822 , 5BZQJ1635+3808 , 16 35 15.48 , +38 08 04.48 , 1.814  , 17.6 , QSO RLoud flat radio sp. , 2726 , 2656 , 0.17 , 1.16e-8
2823 , 5BZQJ1636+2112 , 16 36 38.17 , +21 12 55.58 , 1.802  , 19.4 , QSO RLoud flat radio sp. , 409 , 0 , 0 , 0
2824 , 5BZQJ1636+4715 , 16 36 24.31 , +47 15 35.89 , 0.823  , 18.8 , QSO RLoud flat radio sp. , 19 , 0 , 0.1 , 0
2825 , 5BZQJ1637+4717 , 16 37 45.12 , +47 17 33.79 , 0.735  , 19.3 , QSO RLoud flat radio sp. , 1062 , 861 , 0.23 , 1.8e-9
2826 , 5BZQJ1638+5720 , 16 38 13.45 , +57 20 24.0 , 0.751  , 16.8 , QSO RLoud flat radio sp. , 1199 , 702 , 1.04 , 0
2827 , 5BZQJ1638-0340 , 16 38 19.25 , -03 40 05.08 , 2.871  , 21.8 , QSO RLoud flat radio sp. , 449 , 0 , 0 , 0
2828 , 5BZQJ1639+4705 , 16 39 55.97 , +47 05 23.6 , 0.86  , 18.2 , QSO RLoud flat radio sp. , 227 , 0 , 0.06 , 0
2829 , 5BZQJ1639+5357 , 16 39 39.84 , +53 57 47.08 , 1.977  , 19.7 , QSO RLoud flat radio sp. , 322 , 0 , 0.04 , 0
2830 , 5BZQJ1640+3946 , 16 40 29.63 , +39 46 45.98 , 1.66  , 19.5 , QSO RLoud flat radio sp. , 976 , 332 , 0.15 , 3.8e-9
2831 , 5BZQJ1641+2257 , 16 41 25.22 , +22 57 03.99 , 2.063  , 18.9 , QSO RLoud flat radio sp. , 304 , 0 , 0.16 , 0
2832 , 5BZQJ1642+2523 , 16 42 40.4 , +25 23 07.69 , 1.725  , 18.3 , QSO RLoud flat radio sp. , 498 , 0 , 0.19 , 0
2833 , 5BZQJ1642+3948 , 16 42 58.8 , +39 48 37.0 , 0.593  , 15.4 , QSO RLoud flat radio sp. , 7099 , 4051 , 2.52 , 3.4e-9
2834 , 5BZQJ1642+6856 , 16 42 07.85 , +68 56 39.8 , 0.751  , 18.6 , QSO RLoud flat radio sp. , 1720 , 1255 , 0.32 , 0
2835 , 5BZQJ1644+2619 , 16 44 42.53 , +26 19 13.18 , 0.144  , 17.6 , QSO RLoud flat radio sp. , 128 , 0 , 1.26 , 0
